time,NDVI,NEE,Re,GPP
1,NA,NA,NA,NA
2,NA,NA,NA,NA
3,NA,NA,NA,NA
4,NA,NA,NA,NA
5,NA,NA,NA,NA
6,NA,NA,NA,NA
7,NA,NA,NA,NA
8,NA,NA,NA,NA
9,NA,NA,NA,NA
10,NA,NA,NA,NA
11,NA,NA,NA,NA
12,NA,NA,NA,NA
13,NA,NA,NA,NA
14,NA,NA,NA,NA
15,NA,NA,NA,NA
16,NA,NA,NA,NA
17,NA,NA,NA,NA
18,NA,NA,NA,NA
19,NA,NA,NA,NA
20,NA,NA,NA,NA
21,NA,NA,NA,NA
22,NA,NA,NA,NA
23,NA,NA,NA,NA
24,NA,NA,NA,NA
25,NA,NA,NA,NA
26,NA,NA,NA,NA
27,NA,NA,NA,NA
28,NA,NA,NA,NA
29,NA,NA,NA,NA
30,NA,NA,NA,NA
31,NA,NA,NA,NA
32,NA,NA,NA,NA
33,NA,NA,NA,NA
34,NA,NA,NA,NA
35,NA,NA,NA,NA
36,NA,NA,NA,NA
37,NA,NA,NA,NA
38,NA,NA,NA,NA
39,NA,NA,NA,NA
40,NA,NA,NA,NA
41,NA,NA,NA,NA
42,NA,NA,NA,NA
43,NA,NA,NA,NA
44,NA,NA,NA,NA
45,NA,NA,NA,NA
46,NA,NA,NA,NA
47,NA,NA,NA,NA
48,NA,NA,NA,NA
49,NA,NA,NA,NA
50,NA,NA,NA,NA
51,NA,NA,NA,NA
52,NA,NA,NA,NA
53,NA,NA,NA,NA
54,NA,NA,NA,NA
55,NA,NA,NA,NA
56,NA,NA,NA,NA
57,NA,NA,NA,NA
58,NA,NA,NA,NA
59,NA,NA,NA,NA
60,NA,NA,NA,NA
61,NA,NA,NA,NA
62,NA,NA,NA,NA
63,NA,NA,NA,NA
64,NA,NA,NA,NA
65,NA,NA,NA,NA
66,NA,NA,NA,NA
67,NA,NA,NA,NA
68,NA,NA,NA,NA
69,NA,NA,NA,NA
70,NA,NA,NA,NA
71,NA,NA,NA,NA
72,NA,NA,NA,NA
73,NA,NA,NA,NA
74,NA,NA,NA,NA
75,NA,NA,NA,NA
76,NA,NA,NA,NA
77,NA,NA,NA,NA
78,NA,NA,NA,NA
79,NA,NA,NA,NA
80,NA,NA,NA,NA
81,NA,NA,NA,NA
82,NA,NA,NA,NA
83,NA,NA,NA,NA
84,NA,NA,NA,NA
85,NA,NA,NA,NA
86,NA,NA,NA,NA
87,NA,NA,NA,NA
88,NA,NA,NA,NA
89,NA,NA,NA,NA
90,NA,NA,NA,NA
91,NA,NA,NA,NA
92,NA,NA,NA,NA
93,NA,NA,NA,NA
94,NA,NA,NA,NA
95,NA,NA,NA,NA
96,NA,NA,NA,NA
97,NA,NA,NA,NA
98,NA,NA,NA,NA
99,NA,NA,NA,NA
100,NA,NA,NA,NA
101,NA,NA,NA,NA
102,NA,NA,NA,NA
103,NA,NA,NA,NA
104,NA,NA,NA,NA
105,NA,NA,NA,NA
106,NA,NA,NA,NA
107,NA,NA,NA,NA
108,NA,NA,NA,NA
109,NA,NA,NA,NA
110,NA,NA,NA,NA
111,NA,NA,NA,NA
112,NA,NA,NA,NA
113,NA,NA,NA,NA
114,NA,NA,NA,NA
115,NA,NA,NA,NA
116,NA,NA,NA,NA
117,NA,NA,NA,NA
118,NA,NA,NA,NA
119,NA,NA,NA,NA
120,NA,NA,NA,NA
121,NA,NA,NA,NA
122,NA,NA,NA,NA
123,NA,NA,NA,NA
124,NA,NA,NA,NA
125,NA,NA,NA,NA
126,NA,NA,NA,NA
127,NA,NA,NA,NA
128,NA,NA,NA,NA
129,NA,NA,NA,NA
130,NA,NA,NA,NA
131,NA,NA,NA,NA
132,NA,NA,NA,NA
133,NA,NA,NA,NA
134,NA,NA,NA,NA
135,NA,NA,NA,NA
136,NA,NA,NA,NA
137,NA,NA,NA,NA
138,NA,NA,NA,NA
139,NA,NA,NA,NA
140,NA,NA,NA,NA
141,NA,NA,NA,NA
142,NA,NA,NA,NA
143,NA,NA,NA,NA
144,NA,NA,NA,NA
145,NA,NA,NA,NA
146,NA,NA,NA,NA
147,NA,NA,NA,NA
148,NA,NA,NA,NA
149,NA,NA,NA,NA
150,NA,NA,NA,NA
151,NA,NA,NA,NA
152,NA,NA,NA,NA
153,NA,NA,NA,NA
154,NA,NA,NA,NA
155,0.492614479,-1.43873198,1.492548755,2.931280735
156,0.5292809,-1.191107782,1.67022739,2.861335172
157,0.543141798,-0.737572463,1.214426223,1.951998686
158,0.534755674,-0.630584292,1.258274151,1.888858443
159,0.513130469,-1.362190369,1.258274151,2.620464521
160,0.487561006,-1.070965702,1.235668781,2.306634482
161,0.507049679,-1.341204486,1.096941006,2.438145492
162,0.507350543,-1.406507436,1.109872147,2.516379583
163,0.532268374,-2.03521328,0.959746761,2.994960041
164,0.522275254,-1.73448055,1.066993849,2.801474399
165,0.583867385,-0.214488591,0.984524649,1.19901324
166,0.538368805,-1.534857171,0.985460126,2.520317297
167,0.562241156,-1.865372973,1.0205567,2.885929673
168,0.550340866,-1.560630319,1.11787418,2.678504498
169,0.534853397,-1.463715452,1.220505915,2.684221367
170,0.524695336,-1.769544712,1.266065456,3.035610168
171,0.481886066,-2.102134296,1.292746837,3.394881133
172,0.52541802,-2.390915099,1.356746007,3.747661106
173,0.52709687,-1.982072586,1.407988776,3.390061362
174,0.563235812,-2.446841472,1.369843718,3.81668519
175,0.558497744,-2.458181318,1.370777203,3.82895852
176,0.553168935,-1.848892961,1.32289489,3.171787851
177,0.516696528,-0.620962028,1.527532368,2.148494397
178,0.520286743,-1.266436947,1.635713361,2.902150307
179,0.546891278,-2.576216378,1.994063077,4.570279455
180,0.552740728,-1.989938636,1.923694898,3.913633534
181,0.561239186,-1.645638266,1.993328044,3.63896631
182,0.571877788,-2.304578665,1.939595371,4.244174036
183,0.565719462,-2.096258245,1.851977989,3.948236234
184,0.584034794,-2.445114632,1.736577651,4.181692284
185,0.582629025,-2.474614676,1.749642341,4.224257016
186,0.583092109,-2.467398964,1.846813793,4.314212756
187,0.559127608,-2.294365691,1.668871768,3.96323746
188,0.576177549,-1.681984576,1.641811465,3.32379604
189,0.539322983,-1.344095731,1.776959579,3.12105531
190,0.535863476,-0.440295721,1.72901173,2.169307451
191,0.584866717,-1.12314555,1.687221476,2.810367026
192,0.580207626,-1.415206201,1.634366318,3.049572519
193,0.583479266,-1.559030125,1.558040845,3.11707097
194,0.576867047,-1.358161401,1.835108284,3.193269685
195,0.58864389,-1.514441095,1.904090546,3.41853164
196,0.624460625,-2.45305904,1.762718153,4.215777193
197,0.58934169,-2.405066951,1.704961075,4.110028026
198,0.585357393,-2.561699993,1.797396061,4.359096054
199,0.595961618,-2.010813893,1.907291602,3.918105494
200,0.605265628,-1.981528422,1.888211671,3.869740092
201,0.604724753,-1.589806844,2.084543057,3.674349901
202,0.589759589,-2.692275818,2.035650841,4.727926659
203,0.575805078,-2.571354538,1.9348636,4.506218138
204,0.568493785,-1.054567132,1.846950269,2.901517401
205,0.590998923,-2.318898941,1.96826198,4.287160921
206,0.618348095,-0.779216641,1.982217763,2.761434404
207,0.614609571,-1.252535507,2.006669104,3.259204611
208,0.590940778,-0.559243255,1.933472043,2.492715298
209,0.647498727,-1.042847983,1.834507001,2.877354984
210,0.625209204,-1.173099402,1.932326627,3.105426029
211,0.573325409,-1.017268141,1.959843435,2.977111576
212,0.637464563,-0.177132005,1.993229775,2.17036178
213,0.674078597,-1.763305772,1.882903445,3.646209217
214,0.650649148,-0.935856026,1.883343787,2.819199813
215,0.662108974,-1.14837973,1.67759829,2.82597802
216,0.65052007,-0.993698403,1.639936066,2.633634469
217,0.67396261,-1.414302472,1.498167078,2.91246955
218,0.660698154,-2.026302263,1.478496977,3.50479924
219,0.66260477,-1.512067786,1.312145634,2.82421342
220,0.684323718,-0.432457541,1.190305186,1.622762727
221,0.462691871,0.114574503,1.101203059,0.986628557
222,0.475190039,0.018163174,0.965163133,0.94699996
223,0.411266764,-0.8193426,1.035808118,1.855150718
224,0.505443852,-0.782581924,0.883947643,1.666529567
225,NA,NA,NA,NA
226,NA,NA,NA,NA
227,NA,NA,NA,NA
228,NA,NA,NA,NA
229,NA,NA,NA,NA
230,NA,NA,NA,NA
231,NA,NA,NA,NA
232,NA,NA,NA,NA
233,NA,NA,NA,NA
234,NA,NA,NA,NA
235,NA,NA,NA,NA
236,NA,NA,NA,NA
237,NA,NA,NA,NA
238,NA,NA,NA,NA
239,NA,NA,NA,NA
240,NA,NA,NA,NA
241,NA,NA,NA,NA
242,NA,NA,NA,NA
243,NA,NA,NA,NA
244,NA,NA,NA,NA
245,NA,NA,NA,NA
246,NA,NA,NA,NA
247,NA,NA,NA,NA
248,NA,NA,NA,NA
249,NA,NA,NA,NA
250,NA,NA,NA,NA
251,NA,NA,NA,NA
252,NA,NA,NA,NA
253,NA,NA,NA,NA
254,NA,NA,NA,NA
255,NA,NA,NA,NA
256,NA,NA,NA,NA
257,NA,NA,NA,NA
258,NA,NA,NA,NA
259,NA,NA,NA,NA
260,NA,NA,NA,NA
261,NA,NA,NA,NA
262,NA,NA,NA,NA
263,NA,NA,NA,NA
264,NA,NA,NA,NA
265,NA,NA,NA,NA
266,NA,NA,NA,NA
267,NA,NA,NA,NA
268,NA,NA,NA,NA
269,NA,NA,NA,NA
270,NA,NA,NA,NA
271,NA,NA,NA,NA
272,NA,NA,NA,NA
273,NA,NA,NA,NA
274,NA,NA,NA,NA
275,NA,NA,NA,NA
276,NA,NA,NA,NA
277,NA,NA,NA,NA
278,NA,NA,NA,NA
279,NA,NA,NA,NA
280,NA,NA,NA,NA
281,NA,NA,NA,NA
282,NA,NA,NA,NA
283,NA,NA,NA,NA
284,NA,NA,NA,NA
285,NA,NA,NA,NA
286,NA,NA,NA,NA
287,NA,NA,NA,NA
288,NA,NA,NA,NA
289,NA,NA,NA,NA
290,NA,NA,NA,NA
291,NA,NA,NA,NA
292,NA,NA,NA,NA
293,NA,NA,NA,NA
294,NA,NA,NA,NA
295,NA,NA,NA,NA
296,NA,NA,NA,NA
297,NA,NA,NA,NA
298,NA,NA,NA,NA
299,NA,NA,NA,NA
300,NA,NA,NA,NA
301,NA,NA,NA,NA
302,NA,NA,NA,NA
303,NA,NA,NA,NA
304,NA,NA,NA,NA
305,NA,NA,NA,NA
306,NA,NA,NA,NA
307,NA,NA,NA,NA
308,NA,NA,NA,NA
309,NA,NA,NA,NA
310,NA,NA,NA,NA
311,NA,NA,NA,NA
312,NA,NA,NA,NA
313,NA,NA,NA,NA
314,NA,NA,NA,NA
315,NA,NA,NA,NA
316,NA,NA,NA,NA
317,NA,NA,NA,NA
318,NA,NA,NA,NA
319,NA,NA,NA,NA
320,NA,NA,NA,NA
321,NA,NA,NA,NA
322,NA,NA,NA,NA
323,NA,NA,NA,NA
324,NA,NA,NA,NA
325,NA,NA,NA,NA
326,NA,NA,NA,NA
327,NA,NA,NA,NA
328,NA,NA,NA,NA
329,NA,NA,NA,NA
330,NA,NA,NA,NA
331,NA,NA,NA,NA
332,NA,NA,NA,NA
333,NA,NA,NA,NA
334,NA,NA,NA,NA
335,NA,NA,NA,NA
336,NA,NA,NA,NA
337,NA,NA,NA,NA
338,NA,NA,NA,NA
339,NA,NA,NA,NA
340,NA,NA,NA,NA
341,NA,NA,NA,NA
342,NA,NA,NA,NA
343,NA,NA,NA,NA
344,NA,NA,NA,NA
345,NA,NA,NA,NA
346,NA,NA,NA,NA
347,NA,NA,NA,NA
348,NA,NA,NA,NA
349,NA,NA,NA,NA
350,NA,NA,NA,NA
351,NA,NA,NA,NA
352,NA,NA,NA,NA
353,NA,NA,NA,NA
354,NA,NA,NA,NA
355,NA,NA,NA,NA
356,NA,NA,NA,NA
357,NA,NA,NA,NA
358,NA,NA,NA,NA
359,NA,NA,NA,NA
360,NA,NA,NA,NA
361,NA,NA,NA,NA
362,NA,NA,NA,NA
363,NA,NA,NA,NA
364,NA,NA,NA,NA
365,NA,NA,NA,NA
366,NA,NA,NA,NA
367,NA,NA,NA,NA
368,NA,NA,NA,NA
369,NA,NA,NA,NA
370,NA,NA,NA,NA
371,NA,NA,NA,NA
372,NA,NA,NA,NA
373,NA,NA,NA,NA
374,NA,NA,NA,NA
375,NA,NA,NA,NA
376,NA,NA,NA,NA
377,NA,NA,NA,NA
378,NA,NA,NA,NA
379,NA,NA,NA,NA
380,NA,NA,NA,NA
381,NA,NA,NA,NA
382,NA,NA,NA,NA
383,NA,NA,NA,NA
384,NA,NA,NA,NA
385,NA,NA,NA,NA
386,NA,NA,NA,NA
387,NA,NA,NA,NA
388,NA,NA,NA,NA
389,NA,NA,NA,NA
390,NA,NA,NA,NA
391,NA,NA,NA,NA
392,NA,NA,NA,NA
393,NA,NA,NA,NA
394,NA,NA,NA,NA
395,NA,NA,NA,NA
396,NA,NA,NA,NA
397,NA,NA,NA,NA
398,NA,NA,NA,NA
399,NA,NA,NA,NA
400,NA,NA,NA,NA
401,NA,NA,NA,NA
402,NA,NA,NA,NA
403,NA,NA,NA,NA
404,NA,NA,NA,NA
405,NA,NA,NA,NA
406,NA,NA,NA,NA
407,NA,NA,NA,NA
408,NA,NA,NA,NA
409,NA,NA,NA,NA
410,NA,NA,NA,NA
411,NA,NA,NA,NA
412,NA,NA,NA,NA
413,NA,NA,NA,NA
414,NA,NA,NA,NA
415,NA,NA,NA,NA
416,NA,NA,NA,NA
417,NA,NA,NA,NA
418,NA,NA,NA,NA
419,NA,NA,NA,NA
420,NA,NA,NA,NA
421,NA,NA,NA,NA
422,NA,NA,NA,NA
423,NA,NA,NA,NA
424,NA,NA,NA,NA
425,NA,NA,NA,NA
426,NA,NA,NA,NA
427,NA,NA,NA,NA
428,NA,NA,NA,NA
429,NA,NA,NA,NA
430,NA,NA,NA,NA
431,NA,NA,NA,NA
432,NA,NA,NA,NA
433,NA,NA,NA,NA
434,NA,NA,NA,NA
435,NA,NA,NA,NA
436,NA,NA,NA,NA
437,NA,NA,NA,NA
438,NA,NA,NA,NA
439,NA,NA,NA,NA
440,NA,NA,NA,NA
441,NA,NA,NA,NA
442,NA,NA,NA,NA
443,NA,NA,NA,NA
444,NA,NA,NA,NA
445,NA,NA,NA,NA
446,NA,NA,NA,NA
447,NA,NA,NA,NA
448,NA,NA,NA,NA
449,NA,NA,NA,NA
450,NA,NA,NA,NA
451,NA,NA,NA,NA
452,NA,NA,NA,NA
453,NA,NA,NA,NA
454,NA,NA,NA,NA
455,NA,NA,NA,NA
456,NA,NA,NA,NA
457,NA,NA,NA,NA
458,NA,NA,NA,NA
459,NA,NA,NA,NA
460,NA,NA,NA,NA
461,NA,NA,NA,NA
462,NA,NA,NA,NA
463,NA,NA,NA,NA
464,NA,NA,NA,NA
465,NA,NA,NA,NA
466,NA,NA,NA,NA
467,NA,NA,NA,NA
468,NA,NA,NA,NA
469,NA,NA,NA,NA
470,NA,NA,NA,NA
471,NA,NA,NA,NA
472,NA,NA,NA,NA
473,NA,NA,NA,NA
474,NA,NA,NA,NA
475,NA,NA,NA,NA
476,NA,NA,NA,NA
477,NA,NA,NA,NA
478,NA,NA,NA,NA
479,NA,NA,NA,NA
480,NA,NA,NA,NA
481,NA,NA,NA,NA
482,NA,NA,NA,NA
483,NA,NA,NA,NA
484,NA,NA,NA,NA
485,NA,NA,NA,NA
486,NA,NA,NA,NA
487,NA,NA,NA,NA
488,NA,NA,NA,NA
489,NA,NA,NA,NA
490,NA,NA,NA,NA
491,NA,NA,NA,NA
492,NA,NA,NA,NA
493,NA,NA,NA,NA
494,NA,NA,NA,NA
495,NA,NA,NA,NA
496,NA,NA,NA,NA
497,NA,NA,NA,NA
498,NA,NA,NA,NA
499,NA,NA,NA,NA
500,NA,NA,NA,NA
501,NA,NA,NA,NA
502,NA,NA,NA,NA
503,NA,NA,NA,NA
504,NA,NA,NA,NA
505,NA,NA,NA,NA
506,NA,NA,NA,NA
507,NA,NA,NA,NA
508,NA,NA,NA,NA
509,NA,NA,NA,NA
510,NA,NA,NA,NA
511,NA,NA,NA,NA
512,NA,NA,NA,NA
513,NA,NA,NA,NA
514,NA,NA,NA,NA
515,NA,NA,NA,NA
516,NA,NA,NA,NA
517,NA,NA,NA,NA
518,NA,NA,NA,NA
519,NA,NA,NA,NA
520,0.344191405,-0.589625241,0.8948997,1.484524941
521,0.481971843,-0.324587481,1.398628016,1.723215497
522,0.541060695,0.193466902,1.273994145,1.080527243
523,0.544005975,-0.335075327,1.126050988,1.461126315
524,0.540377224,-0.401966901,1.188688877,1.590655779
525,0.540686496,-0.721543376,1.296166001,2.017709378
526,0.538827317,-0.394371965,1.337273575,1.73164554
527,0.593413558,-0.590576805,1.376723739,1.967300544
528,0.572951828,-1.022302724,1.375091897,2.39739462
529,0.557692025,-1.340059852,1.533429458,2.87348931
530,0.555239296,-1.153880345,1.5887973,2.742677645
531,0.545321105,-0.936096457,1.467484399,2.403580856
532,0.49519449,-0.660539194,1.245110266,1.90564946
533,0.52439045,-0.998974447,1.142535611,2.141510059
534,0.569597432,-1.560983224,1.016496337,2.577479561
535,0.569262415,-1.610640504,1.0759739,2.686614404
536,0.564965595,-1.682878003,1.076852832,2.759730836
537,0.565521967,-1.698918401,1.074389172,2.773307573
538,0.568932169,-2.137647573,0.946742686,3.084390259
539,0.573813523,-1.844460508,1.141707234,2.986167743
540,0.577908096,-2.115060373,1.463009387,3.57806976
541,0.576896587,-2.121059426,1.157021313,3.278080739
542,0.596536926,-2.071595773,1.12959712,3.201192892
543,0.571064607,-2.327586566,1.191135171,3.518721736
544,0.575820435,-1.627213751,1.09398578,2.721199531
545,0.573662869,-1.650718954,1.153811853,2.804530807
546,0.591109594,-1.898542043,1.409326559,3.307868602
547,0.589029026,-2.29660738,1.222188458,3.518795838
548,0.593946476,-2.399779257,1.320377438,3.720156695
549,0.603794645,-0.763525801,1.874729763,2.638255564
550,0.598087419,-2.15002968,1.870613882,4.020643562
551,0.579198307,-0.211516215,1.932806153,2.144322369
552,0.566469749,-0.898947778,2.06302339,2.961971168
553,0.619333482,-0.569746708,1.749237585,2.318984293
554,0.605168595,-1.684511004,1.803687484,3.488198488
555,0.605041081,-1.137363912,1.956605994,3.093969906
556,0.630894006,-2.196132705,2.061061185,4.25719389
557,0.612794715,-1.501985065,2.056819652,3.558804717
558,0.609927407,-2.015211167,2.065419303,4.08063047
559,0.62821426,-2.582170212,2.065419303,4.647589516
560,0.634123482,-2.064388525,2.109487536,4.173876061
561,0.620094939,-2.107578155,2.630409009,4.737987164
562,0.631719529,-1.226649969,2.43299837,3.659648339
563,0.670192163,-0.88215021,2.085654339,2.967804549
564,0.636202055,-1.122003929,1.936901815,3.058905745
565,0.588934367,-0.616095496,1.910053711,2.526149207
566,0.601839694,-1.607662114,1.90133261,3.508994724
567,0.596835596,-1.899930753,1.798785943,3.698716695
568,0.655340624,-1.349208313,1.738681973,3.087890287
569,0.618116037,-2.203206912,1.769612752,3.972819664
570,0.602606479,-2.056901143,1.590744341,3.647645484
571,0.652536226,-1.373360254,1.60167564,2.975035894
572,0.630802212,-2.059362339,1.66778503,3.727147368
573,0.652974967,-1.781259546,1.84732861,3.628588156
574,0.647414422,-1.331601372,1.835678588,3.167279961
575,0.656732907,-0.138174825,1.762262496,1.900437321
576,0.671586404,-1.54326776,1.785806627,3.329074388
577,0.687613755,-1.448443749,1.666020736,3.114464485
578,0.694613039,-1.453706845,1.800218664,3.253925509
579,0.65001512,-0.349910875,1.845583206,2.195494081
580,0.635013572,-1.418404115,1.895516831,3.313920946
581,0.67343229,-1.332907612,1.984845172,3.317752785
